Identificador,Proceso,Nombre,Descripcion,Tipo de Activo,Categoria,Idioma,Origen,Soporte y medio de registro,Informacion disponible,Información publicada,Custodio,Estado,¿Contiene informacion personal?
CFA-030,Comisaria de Familia,comisaria/abogada especialista,"titular de la oficina, autoria administrativa",Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Comisaria de Familia,Activo,No Aplica
SPDI-S-001,Secretaría de Planeación y Desempeño Institucional - Sisben,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
SPDI-S-002,Secretaría de Planeación y Desempeño Institucional - Sisben,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
SPDI-S-003,Secretaría de Planeación y Desempeño Institucional - Sisben,TECLADO,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
SPDI-S-004,Secretaría de Planeación y Desempeño Institucional - Sisben,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
SPDI-S-005,Secretaría de Planeación y Desempeño Institucional - Sisben,MONITOR HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
SPDI-S-006,Secretaría de Planeación y Desempeño Institucional - Sisben,TECLADO HP,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
SPDI-S-007,Secretaría de Planeación y Desempeño Institucional - Sisben,IMPRESORA L3110,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
SPDI-S-008,Secretaría de Planeación y Desempeño Institucional - Sisben,reportes de SISBEN,reportes plataforma SISBEN,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,Publicada (Externo - Internet),Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,SI
SPDI-S-009,Secretaría de Planeación y Desempeño Institucional - Sisben,tecnico administrativo,jefe de la oficina,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
SPDI-S-010,Secretaría de Planeación y Desempeño Institucional - Sisben,auxiliar adminstrativo,encuestadora sisben,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
SPDI-S-011,Secretaría de Planeación y Desempeño Institucional - Sisben,apoyo para encuentas,apoyo para realizr encuestadora sisben,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Secretaria de Planeación y Desempeño Institucional - Sisben,Activo,No Aplica
IPN-001,Inspección de Policía Nazareth,IMPRESORA EPSON L355,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-002,Inspección de Policía Nazareth,compaq MONITOR,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-003,Inspección de Policía Nazareth,CPU COMPAQ,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-004,Inspección de Policía Nazareth,TECLADO COMPAQ,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-005,Inspección de Policía Nazareth,IMPRESORA EPSON,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-006,Inspección de Policía Nazareth,MONITOR COMPAQ,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-007,Inspección de Policía Nazareth,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-008,Inspección de Policía Nazareth,TECLADO COMPAQ,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-009,Inspección de Policía Nazareth,MONITOR COMPAQ,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-010,Inspección de Policía Nazareth,CPU  janus,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-011,Inspección de Policía Nazareth,TECLADO,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-012,Inspección de Policía Nazareth,resoluciones,documento final que concluye el proceso de inspección y establece las decisiones tomadas.,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,Publicada (Externo - Internet),Inspector de Policía,Activo,SI
IPN-013,Inspección de Policía Nazareth,corespondencia,documentacion recibida y enviada,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-014,Inspección de Policía Nazareth,querellas,solicitud formal para la protección de derechos o la resolución de conflictos relacionados con la convivencia y el orden público,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-015,Inspección de Policía Nazareth,comparendos,documento que se emite cuando una persona comete un comportamiento contrario a la convivencia ciudadana,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-016,Inspección de Policía Nazareth,peturbaciones,acto que altere la posesión o el uso pacífico de un inmueble,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-017,Inspección de Policía Nazareth,actas de verificacion,documento oficial que registra los resultados de la inspección realizada,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-018,Inspección de Policía Nazareth,control de establecimientos publicos,proceso para asegurar que estos lugares cumplan con las normativas vigentes,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-019,Inspección de Policía Nazareth,comisiones,grupo de funcionarios designados para llevar a cabo una tarea específica relacionada con la seguridad y el orden público.,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-020,Inspección de Policía Nazareth,urbanismo,"verificacion de actividades de construcción, parcelación, urbanización y uso del suelo cumplan con las normativas vigentes.",Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-021,Inspección de Policía Nazareth,embargos y secuestros,procedimiento legal para asegurar bienes en el contexto de una investigación o proceso judicial,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-022,Inspección de Policía Nazareth,tutelas,se utiliza para proteger derechos fundamentales cuando estos son vulnerados por acciones u omisiones de autoridades públicas o particulares,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-023,Inspección de Policía Nazareth,notificaciones por aviso,proceso para notificar a la ciudadania,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-024,Inspección de Policía Nazareth,declaraciones accidentes de transito,datos relacionados sobre un incidente,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-025,Inspección de Policía Nazareth,citaciones,formato para informar de una proceso a un ciudadano,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-026,Inspección de Policía Nazareth,tecnica en contabilidad y finanzas,Apoyo en todas las actividades de la oficina,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPN-027,Inspección de Policía Nazareth,bachiller,citador inspeccion de policia,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-028,Inspección de Policía Nazareth,profesional,inspectora estacion de policia,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Inspector de Policía,Activo,No Aplica
IPN-029,Inspección de Policía Centro,PANTALLA COMPAQ,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,No Aplica
IPC-001,Inspección de Policía Centro,CPU JANUS,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPC-002,Inspección de Policía Centro,TECLADO GENIUS,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPC-003,Inspección de Policía Centro,IMPRESORA EPSON L3210,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPC-004,Inspección de Policía Centro,PANTALLA JANUS,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,Inspector de Policía,Activo,No Aplica
IPC-005,Inspección de Policía Centro,resoluciones,documento final que concluye el proceso de inspección y establece las decisiones tomadas.,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-006,Inspección de Policía Centro,corespondencia,documentacion recibida y enviada,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-007,Inspección de Policía Centro,querellas,solicitud formal para la protección de derechos o la resolución de conflictos relacionados con la convivencia y el orden público,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-008,Inspección de Policía Centro,comparendos,documento que se emite cuando una persona comete un comportamiento contrario a la convivencia ciudadana,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-009,Inspección de Policía Centro,peturbaciones,acto que altere la posesión o el uso pacífico de un inmueble,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-010,Inspección de Policía Centro,actas de verificacion,documento oficial que registra los resultados de la inspección realizada,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-011,Inspección de Policía Centro,control de establecimientos publicos,proceso para asegurar que estos lugares cumplan con las normativas vigentes,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-012,Inspección de Policía Centro,comisiones,grupo de funcionarios designados para llevar a cabo una tarea específica relacionada con la seguridad y el orden público.,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-013,Inspección de Policía Centro,urbanismo,"verificacion de actividades de construcción, parcelación, urbanización y uso del suelo cumplan con las normativas vigentes.",Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-014,Inspección de Policía Centro,embargos y secuestros,procedimiento legal para asegurar bienes en el contexto de una investigación o proceso judicial,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-015,Inspección de Policía Centro,tutelas,se utiliza para proteger derechos fundamentales cuando estos son vulnerados por acciones u omisiones de autoridades públicas o particulares,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-016,Inspección de Policía Centro,notificaciones por aviso,proceso para notificar a la ciudadania,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-017,Inspección de Policía Centro,declaraciones accidentes de transito,datos relacionados sobre un incidente,Datos /Información,Primario,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-018,Inspección de Policía Centro,citaciones,formato para informar de una proceso a un ciudadano,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Inspector de Policía,Activo,SI
IPC-019,Inspección de Policía Centro,judicante,"proyecciond e actos administrativos, atencion al usuario",Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Inspector de Policía,Activo,No Aplica
IPC-020,Inspección de Policía Centro,profesional de apoyo,"caracterizacion de poblacion vendedores informales, apoyo en pqr",Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Inspector de Policía,Activo,No Aplica
IPC-021,Inspección de Policía Centro,inspector,jefe de oficina,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Inspector de Policía,Activo,No Aplica
